"category_id","product_id","product_name","price","colour_code","colour","description","size","section","product_family","product_subfamily","care","materials_description","materials","dimension","low_on_stock","availability","image","sku","url","currency","you_may_also_like"
425597816,410595090,"CONTRAST TRIM KNIT SWEATER",29.99,712,"Ecru","Long sleeve sweater with a round neck. Featuring contrast trims.",,"WOMAN","JERSEY","PUNTO JERSEY","{""instructions"":[]}",,,,false,false,[],"425597816-712-2","https://www.zara.com/uk/en/contrast-trim-knit-sweater-p05536202.html?v1=425597816&v2=2419844","GBP",
422469834,364076736,"LARGE MONOCHROME TABLE LAMP",109,808,"Silver","Table lamp with a monochrome finish.
Light bulb not included. If the external cable or cord of the lamp gets damaged, it must only be replaced by a qualified electrician in order to avoid any risk.
Socket E14.",,"HOME","ILUMINACION","LAMPARAS","{""instructions"":[]}",,,"Socket E14.",false,true,[],"422469834-808-4","https://www.zara.com/ca/en/large-monochrome-table-lamp-p45196047.html?v1=376401876","CAD",
440174811,410539813,"GATHERED KNIT TOP WITH BALL APPLIQUÉ",69.95,700,"Brown","Long sleeve v-neck top with ball appliqué. Gathered detail.",,"WOMAN","TOPS Y OTRAS P.","PTO ZARA","{""instructions"":[]}",,,,false,true,[],"440174811-700-2","https://www.zara.com/au/en/gathered-knit-top-with-ball-applique-p03920480.html?v1=440174811&v2=2509498","AUD",
410487379,410473033,"CUT-OUT KNIT TOP",65.95,800,"Black","Fitted long sleeve top with shoulder cut-out and front knot detail.",,"WOMAN","TOPS Y OTRAS P.","PTO ZARA","{""instructions"":[]}",,,,false,true,[],"410487379-800-1","https://www.zara.com/au/en/cut-out-knit-top-p04938103.html?v1=410487379&v2=2509498","AUD",
410585684,410584046,"TOTE BAG",35.99,800,"Black","Faux patent leather tote bag. Adjustable shoulder strap. Interior zip pocket. Magnetic closure. 

Height x Length x Width: 10.4 x 19.3 x 5.9 inches (26.5 x 49 x 15 cm)",,"WOMAN","BOLSOS","Z1:BAGS LARGE","{""instructions"":[]}",,,"Height x Length x Width: 10.4 x 19.3 x 5.9 inches (26.5 x 49 x 15 cm)",true,false,[],"410585684-800-3","https://www.zara.com/us/en/tote-bag-p16087410.html","USD",
416925511,416905416,"ΠΛΕΚΤΟ ΠΟΥΛΟΒΕΡ ΜΕ ΜΑΛΛΙ",25.95,681,"Κόκκινο Βουργουνδίας","Πουλόβερ από μαλλί. Στρογγυλή λαιμόκοψη και μακρύ μανίκι. Κούμπωμα στο μπροστινό μέρος.",,"WOMAN","JERSEY","PUNTO JERSEY","{""instructions"":[]}",,,,false,true,[],"416925511-681-2","https://www.zara.com/gr/el/%CF%80%CE%BB%CE%B5%CE%BA%CF%84%CE%BF-%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CE%B2%CE%B5%CF%81-%CE%BC%CE%B5-%CE%BC%CE%B1%CE%BB%CE%BB%CE%B9-p09598015.html?v1=416925511&v2=2420454","EUR",
414821829,414811799,"TOP CON SPALLINE SEAMLESS",19.95,800,"Nero","Top realizzato in tessuto elastico. Scollo dritto e spalline sottili regolabili.",,"WOMAN","TOPS Y OTRAS P.","L. TOP PIJAMA","{""instructions"":[]}",,,,false,false,[],"414821829-800-10","https://www.zara.com/it/it/top-con-spalline-seamless-p01758509.html?v1=414821829&v2=2419940","EUR",
412077651,412077258,"SANDALS WITH METALLIC DETAIL",59.9,800,"Black","Heeled sandals. Straps with metallic detail at the front. Thin mid-height heel. Rounded toe. 

Heel height: 2.8 inches (7 cm)",,"WOMAN","SANDALIA","Z1B:ABIERTO TAC","{""instructions"":[]}",,,"Heel height: 2.8 inches (7 cm)",false,true,[],"412077651-800-35","https://www.zara.com/us/en/sandals-with-metallic-detail-p12316510.html?v1=412077651","USD",
416006363,415990567,"SWEATSHIRT CAPUZ PONTO RISCAS",15.99,104,"listrado","Sweatshirt com capuz ajustável com cordões e manga comprida.",,"WOMAN","SUDADERA","PUNTO SUDADERA","{""instructions"":[]}",,,,false,false,[],"416006363-104-2","https://www.zara.com/pt/pt/sweatshirt-capuz-ponto-riscas-p00506001.html?v1=416006363&v2=2419737","EUR",
417748136,417733172,"PASEK ŁAŃCUSZEK Z MORSKIMI CHARMSAMI",99.9,303,"Złoty","Pasek typu łańcuszek z metalowych ogniw. Zawieszki z morskimi charmsami w różnych kształtach i rozmiarach. Zapięcie na karabińczyk.",,"WOMAN","CINTURONES","Z-CINTURONES","{""instructions"":[]}",,,,false,true,[],"417748136-303-85","https://www.zara.com/pl/pl/pasek-%C5%82ancuszek-z-morskimi-charmsami-p01856050.html?v1=417748136&v2=2546081","PLN",
410580790,410578491,"BAWEŁNIANE SPODNIE Z GUMKĄ W PASIE",129,802,"Szary","Spodnie z wysokim stanem z regulowaną gumką w pasie. Kieszenie z przodu i naszywane kieszenie z tyłu. Proste nogawki.",,"WOMAN","PANTALON","B.PANTALON","{""instructions"":[]}",,,,false,true,[],"410580790-802-1","https://www.zara.com/pl/pl/bawe%C5%82niane-spodnie-z-gumka-w-pasie-p08372049.html?v1=410580790&v2=2546081","PLN",
441604532,441592711,"WATER-REPELLENT TRENCH COAT WITH BELT",185,704,"camel","Water-repellent trench coat with a lapel collar and long sleeves with tab and button fastening. Front welt pockets. Double-breasted button fastening and matching belt.",,"WOMAN","GABARDINA IMPERMEA","B.PRENDA EXTER.","{""instructions"":[]}",,,,false,true,[],"441604532-704-1","https://www.zara.com/au/en/water-repellent-trench-coat-with-belt-p08073038.html","AUD",
421256734,421256223,"LIMITED EDITION SUEDE LEATHER JACKET",229,756,"Mid-camel","Cropped fit suede leather jacket. Lapel collar and long sleeves with buttoned cuffs. Matching leather appliqués on the front. Welt pockets at the hip. Zip-up front.",,"MAN","CAZADORA","F. Cazadora","{""instructions"":[]}",,,,false,true,[],"421256734-756-2","https://www.zara.com/it/en/limited-edition-suede-leather-jacket-p01966921.html?v1=421256734&v2=2436647","EUR",
443896645,410584330,"GESTICKTES TOP MIT SCHLEIFEN",29.95,250,"Weiß","Ärmelloses Top mit Rundhalsausschnitt. Stickerei-Materialkombination im gleichen Farbton. Verschluss vorne mit Schlitzen und Schleifen.",,"WOMAN","CAMISA","T.CAMISA","{""instructions"":[]}",,,,false,true,[],"443896645-250-1","https://www.zara.com/lu/de/gesticktes-top-mit-schleifen-p07521013.html?v1=443896645&v2=2546081","EUR",
425009426,424988702,"SHORT GODET DRESS ZW COLLECTION",269,681,"Burgundy","ZARA WOMAN COLLECTION

Short dress with a boat neck and short sleeves. Godet hem. Concealed zip fastening at the back.",,"WOMAN","VESTIDO","W.VESTIDO","{""instructions"":[]}",,,"Short dress with a boat neck and short sleeves. Godet hem. Concealed zip fastening at the back.",false,true,[],"425009426-681-1","https://www.zara.com/my/en/short-flared-dress-zw-collection-p04333243.html?v1=407839218&v2=2420904","MYR",
422720294,422711259,"TRAVEL BACKPACK",49.99,2,"Ecru White","Travel backpack. Main compartment with zip closure. Inside, there are two mesh compartments with zip closures. It also has adjustable straps for organising luggage. On the front, there are two pockets with zip closures. On the sides, it has a sporty fastening to adjust the size of the backpack, a handle and an open mesh pocket. Handle and double adjustable shoulder straps. It has a back strap to secure it to wheeled luggage.

- Wheeled luggage not included.

Height x Length x Width: 46 x 30 x 14 cm.",,"KID","BOLSOS","Z3A:TRAVEL","{""instructions"":[]}",,,"Height x Length x Width: 46 x 30 x 14 cm.",false,true,[],"422720294-002-53","https://www.zara.com/uk/en/travel-backpack-p11273430.html?v1=422720294","GBP",
422469439,410450561,"SEAGRASS PET BED",99.9,52,"Light beige","Spherical seagrass pet bed. 

Cushion with filling included.",,"HOME","CESTAS","CESTAS","{""instructions"":[]}",,,"Cushion with filling included.",false,true,[],"422469439-052-1","https://www.zara.com/ca/en/seagrass-pet-bed-p48335049.html?v1=422469439&v2=2527961","CAD",
423090600,423088772,"PLEATED BUTTON TOP",65.95,96,"White / Grey","V-neck top with adjustable thin straps. Featuring pleats on the front and button fastening on the front.",,"WOMAN","CAMISA","T.CAMISA","{""instructions"":[]}",,,,false,true,[],"423090600-096-1","https://www.zara.com/au/en/pleated-button-top-p07460681.html?v1=423090600","AUD",
438759517,438755414,"ΑΣΥΜΜΕΤΡΗ ΦΟΥΣΤΑ ΡΙΓΕ ΣΥΛΛΟΓΗΣ ZW",59.95,104,"ΡΙΓΕ","ΣΥΛΛΟΓΗ ZARA WOMAN

Φούστα μίντι με μεσαία μέση. Λεπτομέρεια τύπωμα ριγέ σε αντίθεση. Ασύμμετρο κάτω μέρος. Ρυθμιζόμενο κλείσιμο μπροστινό μέρος τύπου παρεό με φιόγκους.",,"WOMAN","FALDA","W.FALDA","{""instructions"":[]}",,,"&#x3A6;&#x3BF;&#x3CD;&#x3C3;&#x3C4;&#x3B1; &#x3BC;&#x3AF;&#x3BD;&#x3C4;&#x3B9; &#x3BC;&#x3B5; &#x3BC;&#x3B5;&#x3C3;&#x3B1;&#x3AF;&#x3B1; &#x3BC;&#x3AD;&#x3C3;&#x3B7;. &#x39B;&#x3B5;&#x3C0;&#x3C4;&#x3BF;&#x3BC;&#x3AD;&#x3C1;&#x3B5;&#x3B9;&#x3B1; &#x3C4;&#x3CD;&#x3C0;&#x3C9;&#x3BC;&#x3B1; &#x3C1;&#x3B9;&#x3B3;&#x3AD; &#x3C3;&#x3B5; &#x3B1;&#x3BD;&#x3C4;&#x3AF;&#x3B8;&#x3B5;&#x3C3;&#x3B7;. &#x391;&#x3C3;&#x3CD;&#x3BC;&#x3BC;&#x3B5;&#x3C4;&#x3C1;&#x3BF; &#x3BA;&#x3AC;&#x3C4;&#x3C9; &#x3BC;&#x3AD;&#x3C1;&#x3BF;&#x3C2;. &#x3A1;&#x3C5;&#x3B8;&#x3BC;&#x3B9;&#x3B6;&#x3CC;&#x3BC;&#x3B5;&#x3BD;&#x3BF; &#x3BA;&#x3BB;&#x3B5;&#x3AF;&#x3C3;&#x3B9;&#x3BC;&#x3BF; &#x3BC;&#x3C0;&#x3C1;&#x3BF;&#x3C3;&#x3C4;&#x3B9;&#x3BD;&#x3CC; &#x3BC;&#x3AD;&#x3C1;&#x3BF;&#x3C2; &#x3C4;&#x3CD;&#x3C0;&#x3BF;&#x3C5; &#x3C0;&#x3B1;&#x3C1;&#x3B5;&#x3CC; &#x3BC;&#x3B5; &#x3C6;&#x3B9;&#x3CC;&#x3B3;&#x3BA;&#x3BF;&#x3C5;&#x3C2;.",false,true,[],"438759517-104-1","https://www.zara.com/gr/el/%CE%B1%CF%83%CF%85%CE%BC%CE%BC%CE%B5%CF%84%CF%81%CE%B7-%CF%86%CE%BF%CF%85%CF%83%CF%84%CE%B1-%CF%81%CE%B9%CE%B3%CE%B5-%CF%83%CF%85%CE%BB%CE%BB%CE%BF%CE%B3%CE%B7%CF%82-zw-p02821038.html?v1=438759517&v2=2546081","EUR",
410570435,368751314,"PACK DE 2 PARES DE MEIAS DE CORRIDA",12.95,800,"Preto","Meias de malha com estrutura compacta e altamente elástica. Acabamentos em nervuras.

Zara Athleticz.",,"MAN","CALCETIN","ATH Calcetines","{""instructions"":[]}",,,"Zara Athleticz.",false,false,[],"410570435-800-3","https://www.zara.com/pt/pt/meias-de-treino-running-p01089300.html?v1=368771481","EUR",
421214688,421212934,"OVERSHIRT WITH POCKETS",39.99,800,"Black","Relaxed fit overshirt. Featuring a collar, long sleeves with buttoned cuffs, chest patch pockets with flaps and a concealed button-up front.",,"MAN","SOBRECAMISA","Sobrecamisa","{""instructions"":[]}",,,,false,true,[],"421214688-800-2","https://www.zara.com/uk/en/overshirt-with-pockets-p01195416.html?v1=421214688&v2=2544454","GBP",
417762164,417751137,"MAXI COLETERO COMBINADO BORDADOS",12.95,70,"Crudo / Negro","Maxi coletero combinado confeccionado en hilatura de algodón 100%. Detalle aplicación de bordados combinados a tono.",,"WOMAN","GORRO","Z-GORROS","{""instructions"":[]}",,,,false,true,[],"417762164-070-3","https://www.zara.com/es/es/maxi-coletero-combinado-bordados-p03920059.html?v1=417762164&v2=2419517","EUR",
427879173,427873652,"CONTRAST DRESS WITH SHOULDER PADS",45.99,88,"Sand / Black","Dress with contrast top and skirt. Round neck and sleeveless with shoulder pads. Belt detail and darts on the skirt. Front pockets. Concealed zip fastening at the side.",,"WOMAN","VESTIDO","B.VESTIDO","{""instructions"":[]}",,,,true,false,[],"427879173-088-1","https://www.zara.com/uk/en/contrast-dress-with-shoulder-pads-p00387052.html?v1=427879173&v2=2420896&ci=427879173&subscription_id=2ccd96ff-e66e-4348-94a8-92fd884160d3&ssts=20250321093352&utm_medium=email&utm_source=notification_com&utm_campaign=ComingSoon&utm_content=product_detail_button&utm_term=0038705208804-V2025","GBP",
423407679,410447307,"MONOCHROME TOUCH TABLE LAMP",69.9,808,"Silver","Touch table lamp with a monochrome finish and LED light. 
It turns on and off by touching the top, and also has three light intensities that can be adjusted by touch. The lamp is rechargeable through a USB port, making it practical and easy to use anywhere with access to a power source. Includes USB charging cable. It takes about 1.5-2 hours to fully charge.
Autonomy: 
4.5-6 hours for full light
10-12 hours for half light
20-24 hours for low light",,"HOME","ILUMINACION","LÁMPARA PILA","{""instructions"":[]}",,,"20-24 hours for low light",false,true,[],"423407679-808-99","https://www.zara.com/ca/en/cordless-table-lamp-p46174047.html?v1=423407679&v2=2415458","CAD",
410880382,410878790,"MINI SKIRT WITH SIDE SEAMS",25.95,700,"Brown","High-waist skirt with an elasticated waistband. Features distinct side seams. Flared hem. Ribbed trims.",,"WOMAN","FALDA","PUNTO FALDA","{""instructions"":[]}",,,,false,true,[],"410880382-700-2","https://www.zara.com/gr/en/mini-skirt-with-side-seams-p03920558.html?v1=410880382&origin=shopcart","EUR",
425282249,385137030,"PULL TAB HIGH-HEEL ANKLE BOOTS",69.9,800,"Black","Heeled ankle boots. Front topstitching detail. Zipper closure with pull tab. Pointed toe.

Heel height: 3.1 inches (8 cm)",,"WOMAN","BOTIN TACON","Z1W:BOTIN","{""instructions"":[]}",,,"Heel height: 3.1 inches (8 cm)",false,true,[],"425282249-800-35","https://www.zara.com/us/en/pull-tab-high-heel-ankle-boots-p11116410.html?v1=410234279&v2=2419160","USD",
435281765,424962467,"TOP WITH TRICOT DETAIL",32.9,250,"White","SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVE

Round neck T-shirt with short sleeves. Contrasting knit mock pockets with raised metallic buttons.",,"WOMAN","CAMISETA","C.CTAS POSICIO","{""instructions"":[]}",,,"Round neck T-shirt with short sleeves. Contrasting knit mock pockets with raised metallic buttons.",false,true,[],"435281765-250-2","https://www.zara.com/ca/en/top-with-tricot-detail-p05644156.html","CAD",
429444745,411999925,"SOFT KNIT CARDIGAN",69.95,505,"Khaki","Round neck cardigan with long sleeves. Featuring ribbed trims. Side vents at the hem. Matching button fastening at the front.",,"WOMAN","CHAQUETA","PTO ZARA","{""instructions"":[]}",,,,true,true,[],"429444745-505-1","https://www.zara.com/au/en/soft-knit-cardigan-p05536201.html?v1=429444745&v2=2509498","AUD",
443298486,443273914,"WELLIES WITH ELASTICATED PANELS",69.95,2,"Ecru White","Plain wellies with elasticated side panels for easy on. Chunky rubber sole.

STARFIT® TECHNICAL INSOLE FOAM: Flexible technical insole made of polyurethane foam. Comfort, cushioning and durability.",,"KID","LLUVIA","Z3A:LLUVIA","{""instructions"":[]}",,,"STARFIT&#xAE; TECHNICAL INSOLE FOAM: Flexible technical insole made of polyurethane foam. Comfort, cushioning and durability.",false,true,[],"443298486-002-29","https://www.zara.com/au/en/wellies-with-elasticated-panels-p12700530.html?v1=443298486&v2=2515181","AUD",
418281414,415357186,"ROBE AVEC DÉCOR MÉTALLIQUE",45.9,527,"Vert moyen","Robe mi-longue confectionnée en filature avec un mélange de polyamide. Col asymétrique et sans manches. Décor métallique sur l'épaule et drapé latéral.",,"WOMAN","VESTIDO","C.VESTIDO BASIC","{""instructions"":[]}",,,,false,true,[],"418281414-527-2","https://www.zara.com/ca/fr/robe-avec-decor-metallique-p01026151.html?v1=418281414&v2=2420900&origin=shopcart","CAD",
425597819,364094652,"TRF JEANS MIT WEITEM BEIN UND HOHEM BUND",39.95,811,"Hellgrau","HOHER BUND - WEITES BEIN - LANGE HOSE

Jeans aus festem Stoff mit hohem Bund und fünf Taschen. Bund mit Gürtelschlaufen. Weites, langes Bein. Verschluss mit Reißverschluss und Metallknopf.",,"WOMAN","PANTALON","T.PANT.PAQUETER","{""instructions"":[]}",,,"Jeans aus festem Stoff mit hohem Bund und f&#xFC;nf Taschen. Bund mit G&#xFC;rtelschlaufen. Weites, langes Bein. Verschluss mit Rei&#xDF;verschluss und Metallknopf.",false,true,[],"425597819-811-32","https://www.zara.com/lu/de/wide-leg-jeans-mit-hohem-bund-%E2%80%93-trf-full-length-p02569220.html?v1=396634759&v2=2419517","EUR",
419561190,419544159,"CHILDREN'S VELOUR CROCODILE BEACH PONCHO",39.99,500,"Green","Children's cotton velour beach poncho with a hood and a crocodile design.",,"HOME","ALBORNOZ/BATA","PONCHO","{""instructions"":[]}",,,,false,true,[],"419561190-500-23","https://www.zara.com/ie/en/children-s-velour-crocodile-beach-poncho-p42613446.html?v1=419561190","EUR",
423209775,410573191,"SOFT TOUCH JOGGING TROUSERS",12.95,527,"Mid-green","Jogger trousers with an elasticated waistband and cuffed hems. Patch pocket on the back.",,"KID","PANTALON BEBE","BABY FELPA","{""instructions"":[]}",,,,false,true,[],"423209775-527-3","https://www.zara.com/ie/en/soft-touch-jogging-trousers-p05767670.html?v1=423209775","EUR",
413602988,413599908,"MULTI-POSITION WAIST PANTS",69.9,722,"Mink marl","High-waisted pants with belt loops. Back welt pockets. Multi-position waistband with buttons. Front zip, interior button, and metal hook closure.",,"WOMAN","PANTALON","T.PANTALON","{""instructions"":[]}",,,,false,true,[],"413602988-722-1","https://www.zara.com/us/en/multi-position-waist-pants-p05030401.html","USD",
425597817,364565016,"TRF WIDE-LEG MID-WAIST JEANS",29.99,811,"Light grey","MID-WAIST - WIDE LEG - FULL LENGTH

Mid-waist jeans with belt loops and a five-pocket design. Zip fly and metal top button fastening.",,"WOMAN","PANTALON","T.PANT.PAQUETER","{""instructions"":[]}",,,"Mid-waist jeans with belt loops and a five-pocket design. Zip fly and metal top button fastening.",false,false,[],"425597817-811-32","https://www.zara.com/uk/en/mid-rise-wide-leg-trf-jeans-p06045227.html?v1=396634766&utm_source=google&utm_medium=cpc&gad_source=1&gbraid=0AAAAADqbk7YdUKfnICEfroJqaNYXv_ge3&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9Ljh8lNerSJ2csg_cp-afBqMH1oiIHvV9JcGxiFhh1N0u0t3LwRIgxoCbRoQAvD_BwE","GBP",
412663557,412661307,"DRAPED MIDI DRESS",65.9,658,"Terracotta","Midi knit dress. High neck and sleeveless. Ruching detail. Matching inner lining. Back vent and hidden in-seam zip closure.",,"WOMAN","VESTIDO","T.VESTIDO","{""instructions"":[]}",,,,false,true,[],"412663557-658-1","https://www.zara.com/ca/en/draped-midi-dress-p04772345.html","CAD",
410570085,410567988,"HEELED LEATHER KNEE HIGH BOOTS",189,105,"Brown","Knee high boots made of leather. Topstitching detail at upper. Block heel and tall shaft. Rounded toe. 

Heel height: 3.1 inches (8 cm)",,"WOMAN","BOTA TACON","Z1B:BOTA","{""instructions"":[]}",,,"Heel height: 3.1 inches (8 cm)",false,true,[],"410570085-105-35","https://www.zara.com/us/en/heeled-leather-knee-high-boots-p12005510.html?v1=410570085","USD",
410594909,410594076,"TOPSTITCHED HEELED ANKLE BOOTS",39.95,800,"Black","Fabric ankle boots with contrast heel. Topstitched detail on the upper. Side zip fastening. Pointed toe.

Heel height: 10 cm / 3.9""",,"WOMAN","BOTIN TACON","Z1T:BOTIN","{""instructions"":[]}",,,"Heel height: 10 cm / 3.9&quot;",false,false,[],"410594909-800-35","https://www.zara.com/de/en/topstitched-heeled-ankle-boots-p13145410.html?v1=410594909&v2=2419132","EUR",
427152526,427149136,"TOP ELÁSTICO XADREZ VICHY",25.95,44,"Azul / Branco","Top elástico de decote redondo e alças. Detalhe de abertura e laço no peito. Forro interior combinado. Fecho nas costas com fecho éclair oculto na costura.",,"WOMAN","CAMISA","T.CAMISA","{""instructions"":[]}",,,,false,true,[],"427152526-044-1","https://www.zara.com/pt/pt/top-elastico-xadrez-vichy-p04661024.html?v1=427152526&v2=2419517","EUR",
410594913,410594093,"CHAIN EMBOSSED LOAFERS",59.9,800,"Black","Moccasin with textured upper. XL metal chain detail at instep. High vamp. Rounded toe. 

Sole height: 0.9 inches (2.3 cm)",,"WOMAN","ZAPATO PLANO","Z1T:ZAPATO PLAN","{""instructions"":[]}",,,"Sole height: 0.9 inches (2.3 cm)",false,true,[],"410594913-800-35","https://www.zara.com/ca/en/chain-embossed-loafers-p13575410.html?v1=410594913","CAD",
434279926,410578070,"SUEDE BOAT SHOES",55.9,400,"Blue","Boat shoe loafers in 100% split cowhide leather. 100% goatskin insole. Contrasting color rubber sole.

LEATHER: This product is made of an exclusive material. Any marks or color variations are characteristic of genuine leather and confirm its authenticity.

STARFIT® TECHNICAL INSOLE FOAM: Flexible technical insole made of polyurethane foam. Comfort, cushioning and durability.",,"KID","ZAPATO","Z3O:ZAPATO","{""instructions"":[]}",,,"STARFIT&#xAE; TECHNICAL INSOLE FOAM: Flexible technical insole made of polyurethane foam. Comfort, cushioning and durability.",false,true,[],"434279926-400-29","https://www.zara.com/us/en/suede-boat-shoes-p14578430.html?v1=434279926","USD",
433101017,370424227,"WIDE-LEG TROUSERS WITH DOUBLE WAISTBAND",39.95,800,"Black","High-waist wide-leg trousers with double elasticated waistband with adjustable drawstring and contrast fabric. Featuring front darts. Front pocket and false back welt pocket. Invisible side zip fastening.",,"WOMAN","PANTALON","B.PANTALON","{""instructions"":[]}",,,,false,true,[],"433101017-800-1","https://www.zara.com/fr/en/wide-leg-trousers-with-double-waistband-p01608225.html?v1=380983582&v2=2420795","EUR",
448934476,421534671,"TRF DENIM MINI DRESS",1099,400,"Blue","Short collared dress. Long sleeves with cuffs. Snap-button fastening at the front.",,"WOMAN","VESTIDO","T.VESTIDO","{""instructions"":[]}",,,,false,true,[],"448934476-400-1","https://www.zara.com/za/en/-t-r-f---d-e-n-i-m---m-i-n-i---d-r-e-s-s--p08197983.html?v1=448934476&v2=2544455","ZAR",
414192295,414165629,"BLAZER RECTA CINTURÓN",49.95,722,"Visón vigoré","Blazer recta de cuello solapa y escote pico. Manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Bajo con abertura en espalda. Cierre frontal con botón.",,"WOMAN","BLASIER","T.BLASIER","{""instructions"":[]}",,,,true,false,[],"414192295-722-10","https://www.zara.com/es/es/blazer-recta-cinturon-p01255791.html?v1=414192295","EUR",
410450049,410449121,"ASH AND RATTAN HEADBOARD",249,700,"Brown","Ash wood and rattan headboard.
Includes fittings for hanging.",,"HOME","MOBILIARIO","MOBILIARIO","{""instructions"":[]}",,,"Includes fittings for hanging.",false,true,[],"410450049-700-12","https://www.zara.com/ie/en/ash-and-rattan-headboard-p46171077.html?v1=410450049&v2=2415470","EUR",
424966959,424960232,"MAJICA S POTISKOM",15.95,450,"bež","SREDNJE DEBELA TKANINA - KLASIČEN KROJ - OKROGLI IZREZ - KLASIČNA DOLŽINA - KRATKI ROKAVI

Majica iz 100% bombaža. Okrogel izrez in kratki rokavi. Napis in kombiniran potisk na sprednjem delu.",,"WOMAN","CAMISETA","C.CTAS POSICIO","{""instructions"":[]}",,,"Majica iz 100% bomba&#x17E;a. Okrogel izrez in kratki rokavi. Napis in kombiniran potisk na sprednjem delu.",false,true,[],"424966959-450-2","https://www.zara.com/si/sl/majica-s-potiskom-p00085172.html?v1=424966959&v2=2420417","EUR",
410580775,410578381,"LEATHER LACE-UP BOOTS",119,700,"Brown","Hiking-style lace-up boots. Leather upper. Leather insole. Speed hooks for easy fastening. Rounded toe. Chunky sole.",,"MAN","BOTIN","Z2:BOTA/BOTIN","{""instructions"":[]}",,,,false,true,[],"410580775-700-39","https://www.zara.com/fr/en/lace-up-leather-boots-p12037420.html?v1=410580775&v2=2436382","EUR",
443366482,419478706,"SET HEAVY T-SHIRT EN FLARE LEGGING MET VERWASSEN EFFECT",22.95,807,"Antracietgrijs","Set van twee stuks. Heavy T-shirt met ronde hals en korte mouwen. Ribflare legging met elastische tailleband. Detail met verwassen effect.",,"KID","CONJUNTO","NIÑA-FELPA","{""instructions"":[]}",,,,false,false,[],"443366482-807-7","https://www.zara.com/be/nl/set-zware-t-shirt-en-flare-legging-met-verwassen-effect-p09006628.html?v1=443366482&v2=2426157","EUR",
433585169,433578384,"STRIPED SKORT",45.9,403,"Sky blue","Mid-rise skort with belt loops. Side pockets. Hidden in-seam zipper closure.",,"WOMAN","BERMUDA","T.BERMUDA","{""instructions"":[]}",,,,false,true,[],"433585169-403-1","https://www.zara.com/us/en/striped-skort-p06929410.html?LTKLID=4I1AumS1_hv7jvQJtDqxZA&v1=433585169&awc=32887_1743108294_768bbe81017ad2be7655db8906db3fba&utm_source=awin&utm_medium=affiliation&utm_campaign=136348&utm_content=LTK&utm_term=32887_1743108294_768bbe81017ad2be7655db8906db3fba","USD",
416224458,416216178,"PLEATED DRESS WITH BELT",1499,712,"Ecru","Midi dress with lapel collar and long sleeves. Elasticated waist. Belt and pleated fabric with contrast piping. Lining. Gold-coloured button fastening at the front.",,"WOMAN","VESTIDO","B.VESTIDO","{""instructions"":[]}",,,,false,false,[],"416224458-712-1","https://www.zara.com/za/en/pleated-dress-with-belt-p04387021.html?v1=416224458&v2=2509383","ZAR",
423157905,419420614,"BOX PLEAT SKORT",29.99,809,"Mid-grey","Mid-waist skort. Box pleated hem. Concealed side zip fastening.",,"WOMAN","BERMUDA","T.BERMUDA","{""instructions"":[]}",,,,false,true,[],"423157905-809-1","https://www.zara.com/uk/en/box-pleat-skort-p03152544.html?v1=409082058","GBP",
423154862,423136652,"CASACO DE PENAS ATÉ MEIO DA COXA COM CAPUZ",39.99,800,"Preto","Casaco de penas com enchimento de penas e penugem. Gola subida com capuz amovível com efeito de pelo e cordões elásticos. Manga comprida acabada com punho interior. Bolsos frontais com forro polar interior e fecho de correr. Cintura justa com elástico nas costas e presilhas laterais. Fecho frontal com fecho de correr.",,"WOMAN","ANORAK","B.P-EXTER.LARGA","{""instructions"":[]}",,,,false,false,[],"423154862-800-1","https://www.zara.com/pt/pt/casaco-de-penas-ate-meio-da-coxa-com-capuz-p08073234.html?v1=423154862","EUR",
410580895,410579164,"VISCOSE BLEND KNIT POLO SHIRT",19.99,920,"Bluish","Knit collared polo shirt made of a spun viscose blend. Front button fastening. Long sleeves. Side vents at the hem. Ribbed trims.",,"MAN","JERSEY","B. Jersey","{""instructions"":[]}",,,,false,true,[],"410580895-920-2","https://www.zara.com/nl/en/viscose-blend-knit-polo-shirt-p05536310.html?v1=410580895&v2=2432265","EUR",
423547366,423139151,"DOUBLE FACED 100% LEATHER SHORT COAT",829,704,"taupe brown","Coat made of 100% leather. Lapel collar and long sleeves. Front pockets. Matching fleece interior. Adjustable hem with side straps. Front button closure.",,"WOMAN","ABRIGO","B.P-EXTER.CORTA","{""instructions"":[]}",,,,false,true,[],"423547366-704-10","https://www.zara.com/us/en/double-faced-100-leather-short-coat-p01814200.html?v1=423547366","USD",
433036126,410583645,"CASACO DE MALHA GROSSA",25.99,712,"Cru","Casaco com decote redondo e manga comprida. Bolsos de chapa à frente. Fecho frontal com botões.",,"WOMAN","CHAQUETA","PUNTO CHAQUETA","{""instructions"":[]}",,,,false,false,[],"433036126-712-2","https://www.zara.com/pt/pt/casaco-de-malha-grossa-p05802113.html?v1=433036126&v2=2419517","EUR",
